source_id,send_x,send_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,send_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5
119, 201, 257, 201, 298, 11300200, 4, 1, 23, 119, 700, 750, 195, 189, 137, 23, 165
119, 201, 257, 198, 338, 11300200, 3, 1, 137, 119, 700, 750, 195, 189, 137, 23, 165
119, 201, 257, 198, 371, 11300200, 5, 1, 165, 119, 700, 750, 195, 189, 137, 23, 165
119, 201, 257, 198, 387, 11300200, 2, 1, 189, 119, 700, 750, 195, 189, 137, 23, 165
119, 201, 257, 201, 412, 11300200, 1, 1, 195, 119, 700, 750, 195, 189, 137, 23, 165
119, 201, 412, 201, 425, 11300618, 5, 1, 186, 195, 700, 750, 135, 65, 149, 45, 186
119, 201, 412, 201, 459, 11300618, 3, 1, 149, 195, 700, 750, 135, 65, 149, 45, 186
119, 201, 412, 201, 499, 11300618, 2, 1, 65, 195, 700, 750, 135, 65, 149, 45, 186
119, 201, 499, 201, 658, 11305037, 2, 1, 154, 65, 700, 750, 67, 154, 10000000, 10000000, 10000000
119, 201, 658, 201, 704, 11309455, 1, 1, 67, 154, 700, 750, 67, 10000000, 10000000, 10000000, 10000000
110, 201, 74, 198, 73, 12300200, 4, 1, 60, 110, 700, 750, 143, 98, 119, 60, 10000000
110, 201, 74, 201, 99, 12300200, 2, 1, 98, 110, 700, 750, 143, 98, 119, 60, 10000000
110, 201, 74, 198, 129, 12300200, 1, 1, 143, 110, 700, 750, 143, 98, 119, 60, 10000000
110, 198, 129, 198, 287, 12300618, 4, 1, 13, 143, 700, 750, 119, 23, 174, 13, 116
110, 198, 287, 198, 384, 12313037, 3, 1, 189, 13, 700, 750, 186, 195, 189, 65, 149
110, 198, 287, 201, 415, 12313037, 2, 1, 195, 13, 700, 750, 186, 195, 189, 65, 149
110, 201, 415, 201, 434, 12317455, 5, 1, 186, 195, 700, 750, 65, 135, 149, 45, 186
110, 201, 415, 201, 472, 12317455, 3, 1, 149, 195, 700, 750, 65, 135, 149, 45, 186
110, 201, 415, 201, 512, 12317455, 1, 1, 65, 195, 700, 750, 65, 135, 149, 45, 186
110, 201, 512, 201, 672, 12317873, 1, 1, 154, 65, 700, 750, 154, 67, 10, 10000000, 10000000
110, 201, 512, 198, 682, 12317874, 3, 1, 10, 65, 700, 750, 154, 67, 10, 10000000, 10000000
110, 201, 672, 201, 719, 12318292, 1, 1, 67, 154, 700, 750, 67, 10000000, 10000000, 10000000, 10000000
166, 50, 198, 71, 201, 13300200, 4, 1, 17, 166, 700, 750, 56, 116, 160, 17, 174
166, 50, 198, 81, 198, 13300200, 3, 1, 160, 166, 700, 750, 56, 116, 160, 17, 174
166, 50, 198, 122, 201, 13300200, 2, 1, 116, 166, 700, 750, 56, 116, 160, 17, 174
166, 50, 198, 127, 198, 13300200, 1, 1, 56, 166, 700, 750, 56, 116, 160, 17, 174
166, 50, 198, 157, 201, 13300200, 5, 1, 174, 166, 700, 750, 56, 116, 160, 17, 174
166, 127, 198, 122, 201, 13300618, 3, 1, 116, 56, 700, 750, 174, 27, 116, 119, 10000000
166, 127, 198, 157, 201, 13300618, 1, 1, 174, 56, 700, 750, 174, 27, 116, 119, 10000000
166, 157, 201, 288, 201, 13301036, 5, 1, 71, 174, 700, 750, 27, 141, 119, 23, 71
