source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
199, 198, 153, 10299999, 1, 23, 132, 249, 13, 368, 1, 1, 1, 0.796791, 1, 74
368, 201, 212, 10300200, 2, 399, 23, 13, 132, 386, 0.845086, 0.972261, 0.823039, 1, 0.646597, 74
249, 201, 218, 10300200, 2, 13, 23, 193, 132, 366, 0.945913, 0.972261, 0.648638, 1, 0.60325, 74
132, 201, 244, 10300200, 2, 23, 366, 13, 229, 305, 1, 0.646491, 0.756731, 0.566732, 0.549669, 74
23, 201, 284, 10300200, 2, 193, 305, 386, 311, 366, 0.972957, 0.86046, 0.846337, 0.794807, 0.75424, 74
13, 198, 315, 10300200, 2, 205, 299, 363, 311, 65, 1, 1, 1, 1, 0.860406, 74
193, 198, 351, 10300510, 3, 65, 205, 299, 274, 363, 1, 1, 1, 1, 1, 74
305, 198, 387, 10300510, 3, 65, 188, 205, 45, 299, 1, 1, 1, 0.863565, 1, 74
366, 198, 387, 10300510, 3, 65, 188, 205, 45, 299, 1, 1, 1, 0.863565, 1, 74
386, 198, 387, 10300510, 3, 65, 188, 222, 205, 45, 1, 1, 0.769904, 1, 0.863565, 74
311, 201, 412, 10300510, 3, 65, 188, 45, 205, 113, 1, 1, 0.863565, 1, 0.482804, 74
363, 201, 412, 10300898, 4, 276, 65, 188, 205, 222, 1, 1, 1, 1, 0.646564, 74
299, 201, 418, 10300898, 4, 113, 65, 188, 205, 45, 0.886137, 1, 1, 1, 0.755587, 74
205, 201, 446, 10300898, 4, 222, 65, 113, 210, 276, 0.754324, 1, 0.794208, 0.303349, 0.242299, 74
65, 201, 485, 10300899, 4, 222, 113, 210, 67, 276, 0.953433, 0.844867, 0.379308, 0.324289, 0.275419, 74
113, 198, 532, 10301209, 5, 67, 210, 276, 222, 107, 0.972834, 0.968745, 1, 1, 0.645148, 74
222, 198, 564, 10301209, 5, 67, 210, 276, 107, 10, 0.972834, 1, 1, 0.752673, 0.550574, 74
276, 201, 618, 10301209, 5, 107, 10, 67, 210, 295, 0.967723, 0.955722, 0.972834, 1, 0.413693, 74
276, 201, 618, 10301610, 6, 107, 10, 67, 210, 295, 0.967681, 0.955661, 0.972792, 1, 0.41367, 74
210, 201, 645, 10301610, 6, 324, 67, 107, 10, 295, 1, 1, 0.860161, 0.60454, 0.483988, 74
67, 201, 691, 10301610, 6, 295, 324, 190, 178, 55, 0.96523, 0.823338, 0.702581, 0.688075, 0.550304, 74
178, 198, 757, 10302038, 7, 55, 271, 59, 190, 136, 1, 0.969266, 1, 1, 0.861062, 74
295, 198, 780, 10302038, 7, 136, 271, 55, 3, 190, 0.968695, 1, 1, 0.753575, 1, 74
324, 201, 812, 10302038, 7, 3, 136, 271, 55, 190, 0.968883, 1, 1, 1, 1, 74
190, 201, 845, 10302038, 7, 3, 271, 136, 55, 172, 0.753575, 1, 0.861062, 1, 0.86286, 74
271, 220, 798, 10302465, 8, 352, 3, 227, 95, 136, 0.913533, 0.968838, 0.68941, 0.726006, 1, 74
190, 201, 845, 10302465, 8, 3, 271, 136, 55, 172, 0.753541, 1, 0.861022, 1, 0.86282, 74
55, 201, 880, 10302465, 8, 3, 136, 10000000, 10000000, 10000000, 0.538243, 0.645767, 0, 0, 0, 74
136, 247, 798, 10306665, 9, 227, 304, 95, 215, 3, 0.702115, 0.685456, 0.756054, 0.685734, 0.9684, 74
3, 275, 798, 10306665, 9, 352, 304, 227, 215, 95, 0.755522, 0.725775, 0.726361, 0.754935, 0.846576, 74
95, 318, 801, 10306665, 9, 82, 181, 292, 352, 304, 1, 1, 1, 1, 1, 74
95, 318, 801, 10310865, 10, 82, 181, 292, 352, 304, 1, 1, 1, 1, 1, 74
215, 354, 801, 10310865, 10, 82, 181, 177, 292, 31, 0.966812, 1, 1, 1, 0.862113, 74
227, 381, 801, 10310865, 10, 387, 309, 82, 181, 141, 1, 0.873858, 1, 1, 0.703784, 74
