source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
266, 219, -1, 10299999, 1, 62, 7, 170, 149, 98, 0.860921, 1, 1, 0.646808, 0.860775, 307, 1
170, 248, -1, 10300200, 2, 62, 254, 373, 7, 158, 0.966278, 0.771122, 0.687437, 1, 0.411038, 307, 0
7, 280, -1, 10300200, 2, 288, 156, 149, 254, 320, 1, 0.78497, 0.862393, 0.703265, 0.698659, 307, 0
62, 319, 1, 10300200, 2, 5, 156, 254, 373, 320, 0.968566, 1, 1, 1, 1, 307, 1
149, 354, 1, 10300200, 2, 5, 158, 156, 48, 373, 1, 1, 1, 0.862951, 1, 307, 0
320, 401, 12, 10300627, 3, 48, 100, 118, 5, 158, 1, 0.845956, 0.646377, 0.968522, 1, 307, 0
373, 401, 12, 10300627, 3, 48, 5, 158, 156, 325, 0.970775, 0.968522, 1, 1, 0.549532, 307, 1
156, 447, -1, 10300627, 3, 5, 298, 338, 200, 61, 1, 0.53976, 0.538528, 0.549405, 0.602925, 307, 0
5, 487, -1, 10300627, 3, 200, 220, 61, 298, 291, 0.961458, 0.824351, 0.949471, 0.726604, 0.638863, 307, 1
61, 515, 1, 10300885, 4, 105, 291, 220, 338, 298, 1, 1, 1, 1, 1, 307, 0
200, 561, 1, 10300886, 4, 155, 91, 105, 291, 220, 1, 0.863042, 0.971905, 1, 1, 307, 1
298, 580, 1, 10300886, 4, 91, 155, 105, 12, 291, 1, 1, 1, 0.638497, 1, 307, 0
220, 634, -1, 10300886, 4, 225, 315, 105, 155, 91, 0.884162, 0.755222, 0.971905, 0.966916, 0.755162, 307, 0
291, 601, 19, 10301144, 5, 91, 183, 12, 155, 105, 1, 0.645364, 0.687494, 1, 0.971878, 307, 0
155, 601, 44, 10301144, 5, 91, 183, 12, 285, 10000000, 1, 0.725213, 0.75381, 0.431159, 0, 307, 1
220, 634, -1, 10301144, 5, 225, 315, 105, 155, 91, 0.884061, 0.755201, 0.971878, 0.966886, 0.755141, 307, 0
105, 674, -1, 10301144, 5, 225, 46, 315, 125, 382, 0.940637, 0.972678, 0.757105, 0.704837, 0.605051, 307, 1
91, 601, 84, 10301467, 6, 183, 285, 12, 114, 10000000, 0.956536, 0.758814, 0.843725, 0.275644, 0, 307, 1
12, 598, 111, 10301467, 6, 114, 285, 312, 380, 239, 0.972213, 1, 0.861336, 0.860365, 0.860263, 307, 0
12, 598, 111, 10301842, 7, 114, 285, 312, 380, 239, 0.972173, 1, 0.861301, 0.860331, 0.860229, 307, 0
183, 598, 147, 10301842, 7, 114, 287, 380, 312, 239, 0.972173, 0.971855, 1, 1, 0.967757, 307, 1
285, 598, 179, 10301842, 7, 114, 206, 47, 137, 287, 1, 0.70222, 0.702783, 0.96816, 1, 307, 0
114, 601, 262, 10301843, 7, 179, 21, 286, 347, 47, 0.883323, 0.794955, 0.604626, 0.548781, 0.687021, 307, 0
