source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id
226, 201, 218, 10299999, 1, 174, 23, 27, 153, 126, 0.845611, 1, 0.971217, 1, 1, 261
126, 201, 244, 10300200, 2, 265, 259, 174, 13, 23, 1, 0.967598, 1, 0.797069, 0.96953, 261
153, 241, 198, 10300200, 2, 71, 218, 27, 178, 264, 0.970857, 0.688327, 1, 0.687602, 0.550732, 261
23, 201, 284, 10300200, 2, 174, 265, 186, 13, 259, 0.956778, 0.702813, 0.569046, 0.753947, 0.604749, 261
13, 198, 315, 10304400, 3, 65, 186, 254, 265, 259, 1, 1, 1, 1, 1, 261
174, 198, 351, 10304400, 3, 65, 186, 254, 251, 265, 1, 1, 1, 0.972492, 1, 261
259, 198, 387, 10304400, 3, 45, 172, 65, 186, 251, 0.971433, 1, 1, 1, 1, 261
265, 201, 412, 10304400, 3, 172, 65, 45, 186, 251, 1, 1, 0.863496, 1, 1, 261
186, 201, 446, 10304400, 3, 65, 45, 191, 10000000, 10000000, 0.96782, 0.755559, 0.274713, 0, 0, 261
265, 201, 412, 10304723, 4, 172, 65, 45, 186, 251, 1, 1, 0.863466, 1, 1, 261
254, 201, 418, 10304723, 4, 172, 65, 45, 186, 251, 1, 1, 0.863466, 1, 0.972458, 261
186, 201, 446, 10304723, 4, 65, 45, 191, 10000000, 10000000, 0.967786, 0.755533, 0.274701, 0, 0, 261
65, 201, 485, 10304723, 4, 191, 67, 10000000, 10000000, 10000000, 0.567908, 0.323845, 0, 0, 0, 261
191, 201, 646, 10305112, 5, 67, 279, 107, 10, 223, 1, 0.781382, 0.75513, 0.604138, 0.478545, 261
67, 201, 690, 10305461, 6, 279, 223, 107, 173, 55, 0.94383, 0.876338, 0.64723, 0.430135, 0.323535, 261
10, 198, 713, 10305461, 6, 248, 279, 223, 173, 55, 0.861735, 1, 1, 1, 1, 261
279, 201, 812, 10305461, 6, 3, 130, 248, 10000000, 10000000, 1, 1, 1, 0, 0, 261
223, 201, 819, 10305462, 6, 3, 130, 248, 10000000, 10000000, 0.970106, 1, 1, 0, 0, 261
279, 201, 812, 10305888, 7, 3, 130, 248, 10000000, 10000000, 1, 1, 1, 0, 0, 261
173, 201, 845, 10305889, 7, 130, 248, 3, 279, 223, 0.861173, 0.969408, 0.754493, 1, 1, 261
248, 220, 798, 10306316, 8, 288, 196, 3, 95, 130, 0.945513, 0.954094, 1, 0.797667, 1, 261
130, 248, 798, 10306316, 8, 258, 196, 3, 288, 95, 0.955797, 0.948181, 1, 0.605389, 0.539119, 261
3, 275, 798, 10306316, 8, 196, 288, 258, 204, 95, 0.933305, 0.862081, 0.796498, 0.645049, 0.646943, 261
95, 318, 801, 10306626, 9, 82, 288, 258, 204, 196, 0.968891, 1, 1, 1, 1, 261
196, 354, 801, 10306626, 9, 82, 288, 258, 204, 31, 1, 1, 1, 1, 0.863168, 261
204, 381, 801, 10306626, 9, 82, 135, 31, 108, 234, 1, 0.607458, 1, 0.968734, 0.479145, 261
258, 387, 801, 10306626, 9, 82, 135, 31, 33, 234, 1, 0.792862, 1, 0.476721, 0.412138, 261
288, 387, 801, 10306626, 9, 82, 135, 31, 108, 294, 1, 0.844524, 1, 1, 0.362286, 261
204, 381, 801, 10307053, 10, 82, 135, 31, 108, 234, 1, 0.607379, 1, 0.96869, 0.479113, 261
258, 387, 801, 10307053, 10, 82, 135, 31, 33, 234, 1, 0.792808, 1, 0.476688, 0.412114, 261
288, 387, 801, 10307053, 10, 82, 135, 31, 108, 294, 1, 0.84448, 1, 1, 0.362267, 261
82, 483, 798, 10307053, 10, 135, 294, 271, 234, 33, 0.822799, 0.724535, 0.724181, 0.686857, 0.645959, 261
33, 520, 801, 10307468, 11, 6, 175, 217, 263, 296, 1, 0.969614, 1, 0.972107, 0.967331, 261
135, 551, 801, 10307468, 11, 6, 175, 217, 296, 263, 1, 1, 1, 1, 1, 261
234, 579, 801, 10307468, 11, 6, 175, 217, 296, 263, 1, 0.969614, 1, 1, 1, 261
271, 587, 801, 10307468, 11, 6, 175, 217, 296, 263, 0.97001, 1, 1, 1, 1, 261
294, 587, 801, 10307468, 11, 6, 175, 217, 296, 263, 1, 1, 1, 1, 1, 261
263, 598, 787, 10307765, 12, 6, 175, 217, 225, 296, 1, 1, 1, 0.137164, 1, 261
296, 598, 787, 10307765, 12, 6, 175, 217, 225, 263, 1, 1, 0.971751, 0.107788, 1, 261
217, 619, 798, 10307765, 12, 6, 225, 175, 192, 272, 1, 0.64673, 1, 0.305236, 0.13714, 261
175, 648, 798, 10307765, 12, 200, 6, 225, 272, 127, 1, 1, 0.466238, 0.362517, 0.189902, 261
6, 685, 798, 10311965, 13, 272, 200, 192, 225, 127, 0.754529, 0.636558, 0.538108, 0.538697, 0.362506, 261
27, 278, 198, 10312400, 3, 264, 178, 218, 71, 292, 0.824713, 0.860589, 0.796758, 0.754119, 0.566884, 261
71, 323, 201, 10312400, 3, 88, 112, 221, 292, 268, 0.969877, 1, 1, 1, 1, 261
178, 355, 201, 10312400, 3, 49, 88, 112, 221, 41, 1, 1, 1, 1, 0.860612, 261
218, 380, 201, 10312400, 3, 88, 41, 112, 221, 49, 1, 1, 1, 1, 0.6959, 261
264, 387, 201, 10312400, 3, 111, 88, 41, 112, 221, 1, 1, 1, 1, 1, 261
268, 412, 198, 10312697, 4, 216, 49, 88, 41, 116, 0.937976, 0.948559, 1, 1, 0.759043, 261
292, 412, 198, 10312697, 4, 88, 41, 112, 216, 116, 1, 0.968158, 1, 0.645105, 0.604549, 261
221, 418, 198, 10312697, 4, 49, 88, 266, 112, 41, 1, 1, 0.755235, 1, 0.860584, 261
112, 448, 198, 10312697, 4, 266, 49, 88, 216, 116, 1, 1, 1, 0.537588, 0.362729, 261
272, 812, 798, 10316166, 14, 57, 192, 284, 177, 200, 0.97046, 1, 0.536828, 0.482154, 0.968183, 261
200, 821, 798, 10316166, 14, 177, 291, 51, 57, 261, 1, 0.917308, 1, 1, 0.685565, 261
192, 850, 798, 10316166, 14, 284, 57, 291, 51, 229, 0.928947, 1, 0.637975, 0.752813, 0.636929, 261
200, 821, 798, 10316567, 15, 177, 291, 51, 57, 261, 1, 0.917196, 1, 1, 0.685527, 261
192, 850, 798, 10316567, 15, 284, 57, 291, 51, 229, 0.92886, 1, 0.637934, 0.75278, 0.636888, 261
57, 889, 798, 10316567, 15, 261, 291, 284, 177, 203, 0.952864, 0.940956, 0.723266, 0.752223, 0.634165, 261
284, 987, 801, 10316567, 15, 291, 261, 203, 10000000, 10000000, 1, 1, 0.970787, 0, 0, 261
177, 956, 801, 10316838, 16, 291, 261, 203, 284, 229, 1, 1, 1, 1, 1, 261
284, 987, 801, 10316838, 16, 291, 261, 203, 10000000, 10000000, 1, 1, 0.970759, 0, 0, 261
291, 1001, 812, 10316838, 16, 261, 10000000, 10000000, 10000000, 10000000, 1, 0, 0, 0, 0, 261
88, 495, 198, 10316897, 5, 102, 216, 116, 131, 266, 1, 0.937053, 0.969158, 0.636107, 0.601445, 261
49, 513, 201, 10316898, 5, 131, 102, 266, 216, 116, 1, 0.86302, 1, 1, 1, 261
116, 553, 201, 10316898, 5, 102, 131, 266, 216, 86, 0.970898, 1, 1, 1, 0.633685, 261
216, 581, 201, 10316898, 5, 47, 102, 295, 131, 86, 0.793901, 0.970898, 0.760485, 1, 0.792106, 261
116, 553, 201, 10321098, 6, 102, 131, 266, 216, 86, 0.970458, 1, 1, 1, 0.633263, 261
216, 581, 201, 10321098, 6, 47, 102, 295, 131, 86, 0.793372, 0.970458, 0.758064, 1, 0.791579, 261
266, 587, 201, 10321098, 6, 187, 102, 131, 86, 47, 0.863662, 1, 1, 0.548957, 0.481079, 261
131, 648, 198, 10321098, 6, 214, 99, 194, 102, 86, 1, 0.75985, 0.845237, 1, 0.723666, 261
102, 677, 198, 10321098, 6, 274, 249, 86, 113, 194, 1, 0.843181, 0.960675, 0.697523, 0.724489, 261
102, 677, 198, 10321434, 7, 274, 249, 86, 113, 194, 1, 0.843147, 0.960631, 0.697468, 0.72446, 261
86, 717, 201, 10321434, 7, 274, 113, 214, 295, 270, 1, 1, 1, 1, 1, 261
194, 754, 201, 10321434, 7, 120, 58, 227, 274, 99, 1, 0.858321, 1, 1, 0.96793, 261
248, 220, 798, 10321662, 7, 288, 196, 3, 95, 130, 0.942777, 0.951772, 1, 0.795719, 1, 261
274, 801, 212, 10329635, 8, 58, 120, 40, 227, 99, 1, 1, 0.644376, 0.96894, 0.967077, 261
227, 801, 219, 10329635, 8, 58, 40, 120, 10000000, 10000000, 1, 0.684164, 1, 0, 0, 261
120, 801, 246, 10329635, 8, 58, 40, 10000000, 10000000, 10000000, 1, 0.644376, 0, 0, 0, 261
99, 878, 198, 10329635, 8, 44, 58, 10000000, 10000000, 10000000, 0.72461, 0.535979, 0, 0, 0, 261
130, 248, 798, 10329862, 8, 258, 196, 3, 288, 95, 0.952225, 0.943966, 1, 0.603668, 0.537754, 261
3, 275, 798, 10329862, 8, 196, 288, 258, 204, 95, 0.928205, 0.859899, 0.793521, 0.64342, 0.645305, 261
95, 318, 801, 10329862, 8, 82, 288, 258, 204, 196, 0.966473, 1, 1, 1, 1, 261
58, 801, 289, 10329932, 9, 40, 10000000, 10000000, 10000000, 10000000, 0.751748, 0, 0, 0, 0, 261
40, 798, 322, 10329932, 9, 260, 211, 133, 118, 93, 0.967086, 0.858484, 0.752558, 0.752041, 0.535971, 261
40, 798, 322, 10330203, 10, 260, 211, 133, 118, 93, 0.967058, 0.858459, 0.752536, 0.752019, 0.535956, 261
95, 318, 801, 10338062, 9, 82, 288, 258, 204, 196, 0.965623, 1, 1, 1, 1, 261
196, 354, 801, 10338062, 9, 82, 288, 258, 204, 31, 1, 1, 1, 1, 0.86025, 261
204, 381, 801, 10338062, 9, 82, 135, 31, 108, 234, 1, 0.601712, 1, 0.965467, 0.476752, 261
258, 387, 801, 10338062, 9, 82, 135, 31, 33, 234, 1, 0.788929, 1, 0.474351, 0.410366, 261
288, 387, 801, 10338062, 9, 82, 135, 31, 108, 294, 1, 0.841333, 1, 1, 0.360916, 261
204, 381, 801, 10338515, 10, 82, 135, 31, 108, 234, 1, 0.60163, 1, 0.96542, 0.476717, 261
258, 387, 801, 10338515, 10, 82, 135, 31, 33, 234, 1, 0.788872, 1, 0.474317, 0.410341, 261
288, 387, 801, 10338515, 10, 82, 135, 31, 108, 294, 1, 0.841287, 1, 1, 0.360896, 261
82, 483, 798, 10338515, 10, 135, 294, 271, 234, 33, 0.819264, 0.721793, 0.721441, 0.683901, 0.643779, 261
33, 519, 801, 10338852, 11, 6, 175, 217, 263, 296, 1, 0.966347, 1, 0.968823, 0.964079, 261
135, 551, 801, 10338852, 11, 6, 175, 217, 296, 263, 1, 1, 1, 1, 1, 261
234, 578, 801, 10338852, 11, 6, 175, 217, 296, 263, 1, 0.966347, 1, 1, 1, 261
294, 587, 801, 10338852, 11, 6, 175, 217, 296, 263, 1, 1, 1, 1, 1, 261
263, 598, 787, 10339123, 12, 6, 175, 217, 225, 296, 1, 1, 1, 0.136577, 1, 261
296, 598, 787, 10339123, 12, 6, 175, 217, 225, 263, 1, 1, 0.968472, 0.107425, 1, 261
217, 619, 798, 10339123, 12, 6, 225, 175, 192, 272, 1, 0.644551, 1, 0.302342, 0.136552, 261
175, 649, 798, 10339123, 12, 200, 6, 225, 272, 127, 1, 1, 0.462854, 0.361148, 0.188778, 261
6, 686, 798, 10339123, 12, 272, 200, 192, 225, 127, 0.752327, 0.633819, 0.536539, 0.537126, 0.361321, 261
272, 812, 798, 10339551, 13, 57, 192, 284, 177, 200, 0.968019, 1, 0.535484, 0.480798, 0.965753, 261
200, 821, 798, 10339551, 13, 177, 291, 51, 57, 261, 1, 0.910796, 1, 1, 0.683373, 261
192, 850, 798, 10339551, 13, 284, 57, 291, 51, 229, 0.923929, 1, 0.635604, 0.750924, 0.634566, 261
200, 821, 798, 10339900, 14, 177, 291, 51, 57, 261, 1, 0.910699, 1, 1, 0.683341, 261
192, 850, 798, 10339900, 14, 284, 57, 291, 51, 229, 0.923855, 1, 0.635569, 0.750896, 0.634531, 261
57, 889, 798, 10339900, 14, 261, 291, 284, 177, 203, 0.949346, 0.936842, 0.721237, 0.750342, 0.631828, 261
177, 956, 801, 10340275, 15, 291, 261, 203, 284, 229, 1, 1, 1, 1, 1, 261
284, 987, 801, 10340275, 15, 291, 261, 203, 10000000, 10000000, 1, 1, 0.968311, 0, 0, 261
291, 1001, 812, 10340275, 15, 261, 10000000, 10000000, 10000000, 10000000, 1, 0, 0, 0, 0, 261
44, 915, 201, 10345835, 9, 10000000, 10000000, 10000000, 10000000, 10000000, 0, 0, 0, 0, 0, 261
240, 198, 173, 11299999, 1, 23, 126, 153, 226, 267, 1, 1, 1, 1, 1, 272
267, 201, 212, 11300200, 2, 23, 126, 27, 153, 13, 1, 1, 0.968902, 1, 0.755453, 272
226, 201, 224, 11300200, 2, 254, 23, 174, 13, 27, 1, 1, 0.754453, 0.824971, 0.968902, 272
23, 201, 298, 11300200, 2, 254, 174, 186, 259, 265, 1, 0.962722, 0.637757, 0.647396, 0.569416, 272
174, 198, 338, 11300523, 3, 65, 186, 254, 265, 251, 1, 1, 1, 1, 0.969262, 272
