source_x,source_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,source_id,destination_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5,pri_recover
212, -1, 248, -1, 10300200, 4, 1, 170, 330, 87, 798, 523, 149, 7, 98, 170, 123, 0
212, -1, 201, 49, 10300200, 5, 1, 123, 330, 87, 798, 523, 149, 7, 98, 170, 123, 0
212, -1, 280, -1, 10300200, 2, 1, 7, 330, 87, 798, 523, 149, 7, 98, 170, 123, 0
212, -1, 201, 76, 10300200, 3, 1, 98, 330, 87, 798, 523, 149, 7, 98, 170, 123, 0
280, -1, 354, 1, 10304775, 1, 2, 149, 7, 87, 798, 523, 149, 156, 288, 254, 320, 0
280, -1, 401, 12, 10304775, 5, 2, 320, 7, 87, 798, 523, 149, 156, 288, 254, 320, 0
280, -1, 420, -1, 10304775, 3, 2, 288, 7, 87, 798, 523, 149, 156, 288, 254, 320, 0
280, -1, 447, -1, 10304775, 2, 2, 156, 7, 87, 798, 523, 149, 156, 288, 254, 320, 0
354, 1, 420, -1, 10305350, 1, 3, 288, 149, 87, 798, 523, 288, 298, 105, 338, 291, 0
420, -1, 488, -1, 10305925, 1, 4, 5, 288, 87, 798, 523, 5, 61, 48, 158, 200, 0
488, -1, 587, 1, 10306501, 1, 5, 338, 5, 87, 798, 523, 338, 220, 105, 291, 155, 0
488, -1, 634, -1, 10306501, 2, 5, 220, 5, 87, 798, 523, 338, 220, 105, 291, 155, 0
587, 1, 601, 44, 10307076, 5, 6, 155, 338, 87, 798, 523, 285, 183, 91, 12, 155, 0
587, 1, 601, 84, 10307076, 3, 6, 91, 338, 87, 798, 523, 285, 183, 91, 12, 155, 0
587, 1, 598, 111, 10307076, 4, 6, 12, 338, 87, 798, 523, 285, 183, 91, 12, 155, 0
587, 1, 598, 147, 10307076, 2, 6, 183, 338, 87, 798, 523, 285, 183, 91, 12, 155, 0
587, 1, 598, 179, 10307076, 1, 6, 285, 338, 87, 798, 523, 285, 183, 91, 12, 155, 0
598, 179, 620, 198, 10307651, 3, 7, 287, 285, 87, 798, 523, 114, 137, 287, 102, 47, 0
598, 179, 601, 262, 10307652, 1, 7, 114, 285, 87, 798, 523, 114, 137, 287, 102, 47, 0
598, 179, 598, 315, 10307652, 5, 7, 47, 285, 87, 798, 523, 114, 137, 287, 102, 47, 0
601, 262, 598, 315, 10308227, 1, 8, 47, 114, 87, 798, 523, 47, 206, 286, 290, 347, 0
601, 262, 598, 359, 10308227, 2, 8, 206, 114, 87, 798, 523, 47, 206, 286, 290, 347, 0
601, 262, 598, 378, 10308227, 4, 8, 290, 114, 87, 798, 523, 47, 206, 286, 290, 347, 0
601, 262, 601, 419, 10308227, 3, 8, 286, 114, 87, 798, 523, 47, 206, 286, 290, 347, 0
