source_x,source_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,source_id,destination_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5,pri_recover
280, -1, 354, 1, 10300200, 1, 1, 149, 7, 277, 814, 598, 149, 156, 288, 254, 320, 0
280, -1, 401, 12, 10300200, 5, 1, 320, 7, 277, 814, 598, 149, 156, 288, 254, 320, 0
280, -1, 420, -1, 10300200, 3, 1, 288, 7, 277, 814, 598, 149, 156, 288, 254, 320, 0
280, -1, 447, -1, 10300200, 2, 1, 156, 7, 277, 814, 598, 149, 156, 288, 254, 320, 0
354, 1, 420, -1, 10300865, 1, 2, 288, 149, 277, 814, 598, 288, 105, 338, 298, 291, 0
420, -1, 401, 41, 10301530, 4, 3, 158, 288, 277, 814, 598, 5, 48, 61, 158, 200, 0
420, -1, 487, -1, 10301530, 1, 3, 5, 288, 277, 814, 598, 5, 48, 61, 158, 200, 0
420, -1, 515, 1, 10301530, 3, 3, 61, 288, 277, 814, 598, 5, 48, 61, 158, 200, 0
487, -1, 587, 1, 10302196, 1, 4, 338, 5, 277, 814, 598, 338, 220, 105, 291, 155, 0
487, -1, 634, -1, 10302196, 2, 4, 220, 5, 277, 814, 598, 338, 220, 105, 291, 155, 0
587, 1, 601, 44, 10302861, 5, 5, 155, 338, 277, 814, 598, 285, 183, 91, 12, 155, 0
587, 1, 601, 84, 10302861, 3, 5, 91, 338, 277, 814, 598, 285, 183, 91, 12, 155, 0
587, 1, 598, 111, 10302861, 4, 5, 12, 338, 277, 814, 598, 285, 183, 91, 12, 155, 0
601, 84, 598, 110, 10311526, 3, 6, 12, 91, 277, 814, 598, 183, 285, 12, 114, 10000000, 0
601, 84, 598, 147, 10311526, 1, 6, 183, 91, 277, 814, 598, 183, 285, 12, 114, 10000000, 0
601, 84, 598, 179, 10311526, 2, 6, 285, 91, 277, 814, 598, 183, 285, 12, 114, 10000000, 0
598, 147, 587, 201, 10312191, 4, 7, 312, 183, 277, 814, 598, 114, 287, 380, 312, 239, 0
598, 147, 587, 201, 10312191, 3, 7, 380, 183, 277, 814, 598, 114, 287, 380, 312, 239, 0
598, 147, 581, 201, 10312191, 5, 7, 239, 183, 277, 814, 598, 114, 287, 380, 312, 239, 0
598, 147, 601, 262, 10312191, 1, 7, 114, 183, 277, 814, 598, 114, 287, 380, 312, 239, 0
601, 262, 598, 315, 10312857, 1, 8, 47, 114, 277, 814, 598, 47, 206, 286, 290, 347, 0
601, 262, 598, 359, 10312857, 2, 8, 206, 114, 277, 814, 598, 47, 206, 286, 290, 347, 0
601, 262, 598, 378, 10312857, 4, 8, 290, 114, 277, 814, 598, 47, 206, 286, 290, 347, 0
601, 262, 601, 412, 10312857, 5, 8, 347, 114, 277, 814, 598, 47, 206, 286, 290, 347, 0
601, 262, 601, 419, 10312857, 3, 8, 286, 114, 277, 814, 598, 47, 206, 286, 290, 347, 0
598, 315, 598, 378, 10313522, 5, 9, 290, 47, 277, 814, 598, 21, 179, 286, 347, 290, 0
598, 315, 601, 412, 10313522, 4, 9, 347, 47, 277, 814, 598, 21, 179, 286, 347, 290, 0
598, 315, 601, 445, 10313522, 2, 9, 179, 47, 277, 814, 598, 21, 179, 286, 347, 290, 0
598, 315, 601, 487, 10313522, 1, 9, 21, 47, 277, 814, 598, 21, 179, 286, 347, 290, 0
601, 487, 598, 515, 10314187, 5, 10, 85, 21, 277, 814, 598, 332, 243, 130, 186, 85, 0
601, 487, 598, 552, 10314187, 3, 10, 130, 21, 277, 814, 598, 332, 243, 130, 186, 85, 0
601, 487, 598, 580, 10314187, 2, 10, 243, 21, 277, 814, 598, 332, 243, 130, 186, 85, 0
601, 487, 598, 587, 10314187, 1, 10, 332, 21, 277, 814, 598, 332, 243, 130, 186, 85, 0
401, 41, 401, 79, 10314195, 3, 4, 48, 158, 277, 814, 598, 378, 138, 48, 100, 260, 0
401, 41, 398, 115, 10314195, 4, 4, 100, 158, 277, 814, 598, 378, 138, 48, 100, 260, 0
401, 41, 398, 157, 10314196, 2, 4, 138, 158, 277, 814, 598, 378, 138, 48, 100, 260, 0
401, 41, 398, 178, 10314196, 5, 4, 260, 158, 277, 814, 598, 378, 138, 48, 100, 260, 0
401, 41, 398, 187, 10314196, 1, 4, 378, 158, 277, 814, 598, 378, 138, 48, 100, 260, 0
598, 587, 620, 598, 10314853, 3, 11, 273, 332, 277, 814, 598, 84, 128, 273, 10000000, 10000000, 0
598, 587, 642, 598, 10314853, 2, 11, 128, 332, 277, 814, 598, 84, 128, 273, 10000000, 10000000, 0
398, 187, 418, 198, 10314861, 5, 5, 244, 378, 277, 814, 598, 41, 117, 118, 88, 244, 0
398, 187, 449, 198, 10314861, 2, 5, 117, 378, 277, 814, 598, 41, 117, 118, 88, 244, 0
398, 187, 401, 245, 10314861, 3, 5, 118, 378, 277, 814, 598, 41, 117, 118, 88, 244, 0
398, 187, 401, 288, 10314861, 1, 5, 41, 378, 277, 814, 598, 41, 117, 118, 88, 244, 0
401, 288, 398, 347, 10315526, 4, 6, 116, 41, 277, 814, 598, 104, 395, 388, 116, 302, 0
401, 288, 398, 387, 10315526, 5, 6, 302, 41, 277, 814, 598, 104, 395, 388, 116, 302, 0
401, 288, 401, 412, 10315526, 3, 6, 388, 41, 277, 814, 598, 104, 395, 388, 116, 302, 0
401, 288, 401, 412, 10315526, 2, 6, 395, 41, 277, 814, 598, 104, 395, 388, 116, 302, 0
642, 598, 685, 598, 10319518, 3, 12, 84, 128, 277, 814, 598, 371, 377, 84, 90, 261, 0
642, 598, 712, 601, 10319518, 4, 12, 90, 128, 277, 814, 598, 371, 377, 84, 90, 261, 0
642, 598, 787, 601, 10319518, 2, 12, 377, 128, 277, 814, 598, 371, 377, 84, 90, 261, 0
642, 598, 801, 612, 10319518, 1, 12, 371, 128, 277, 814, 598, 371, 377, 84, 90, 261, 0
449, 198, 495, 198, 10319526, 5, 6, 88, 117, 277, 814, 598, 380, 312, 239, 102, 88, 0
449, 198, 581, 201, 10319526, 3, 6, 239, 117, 277, 814, 598, 380, 312, 239, 102, 88, 0
449, 198, 587, 201, 10319526, 1, 6, 380, 117, 277, 814, 598, 380, 312, 239, 102, 88, 0
801, 612, 820, 598, 10320183, 277, 13, 277, 371, 277, 814, 598, 277, 10000000, 10000000, 10000000, 10000000, 0
57, 198, 97, 198, 11300200, 2, 1, 56, 216, 19, 598, 701, 129, 56, 313, 32, 238, 0
57, 198, 148, 201, 11300200, 1, 1, 129, 216, 19, 598, 701, 129, 56, 313, 32, 238, 0
57, 198, 175, 201, 11300200, 5, 1, 238, 216, 19, 598, 701, 129, 56, 313, 32, 238, 0
57, 198, 201, 212, 11300200, 3, 1, 313, 216, 19, 598, 701, 129, 56, 313, 32, 238, 0
148, 201, 198, 187, 11300865, 1, 2, 344, 129, 19, 598, 701, 344, 260, 325, 310, 27, 0
148, 201, 293, 198, 11300865, 5, 2, 27, 129, 19, 598, 701, 344, 260, 325, 310, 27, 0
198, 187, 198, 301, 11301530, 3, 3, 13, 344, 19, 598, 701, 229, 71, 13, 27, 363, 0
198, 187, 198, 371, 11301531, 1, 3, 229, 344, 19, 598, 701, 229, 71, 13, 27, 363, 0
198, 371, 198, 387, 11302196, 5, 4, 305, 229, 19, 598, 701, 336, 399, 386, 366, 305, 0
198, 371, 198, 387, 11302196, 4, 4, 366, 229, 19, 598, 701, 336, 399, 386, 366, 305, 0
198, 371, 198, 387, 11302196, 3, 4, 386, 229, 19, 598, 701, 336, 399, 386, 366, 305, 0
198, 371, 198, 387, 11302196, 2, 4, 399, 229, 19, 598, 701, 336, 399, 386, 366, 305, 0
198, 371, 187, 401, 11302196, 1, 4, 336, 229, 19, 598, 701, 336, 399, 386, 366, 305, 0
187, 401, 261, 398, 11302861, 5, 5, 188, 336, 19, 598, 701, 222, 45, 65, 395, 188, 0
187, 401, 201, 499, 11302861, 3, 5, 65, 336, 19, 598, 701, 222, 45, 65, 395, 188, 0
187, 401, 296, 398, 11302861, 2, 5, 45, 336, 19, 598, 701, 222, 45, 65, 395, 188, 0
296, 398, 373, 401, 11307526, 4, 6, 278, 45, 19, 598, 701, 381, 335, 395, 278, 339, 0
296, 398, 387, 401, 11307526, 2, 6, 335, 45, 19, 598, 701, 381, 335, 395, 278, 339, 0
296, 398, 401, 412, 11307526, 1, 6, 381, 45, 19, 598, 701, 381, 335, 395, 278, 339, 0
296, 398, 401, 412, 11307526, 3, 6, 395, 45, 19, 598, 701, 381, 335, 395, 278, 339, 0
296, 398, 412, 398, 11307526, 5, 6, 339, 45, 19, 598, 701, 381, 335, 395, 278, 339, 0
401, 412, 401, 440, 11308192, 4, 7, 217, 381, 19, 598, 701, 115, 104, 24, 217, 166, 0
401, 412, 457, 398, 11308192, 5, 7, 166, 381, 19, 598, 701, 115, 104, 24, 217, 166, 0
401, 412, 401, 479, 11308192, 2, 7, 104, 381, 19, 598, 701, 115, 104, 24, 217, 166, 0
201, 499, 198, 520, 11311526, 4, 6, 113, 65, 19, 598, 701, 210, 276, 222, 113, 45, 0
201, 499, 198, 554, 11311526, 3, 6, 222, 65, 19, 598, 701, 210, 276, 222, 113, 45, 0
201, 499, 201, 623, 11311526, 2, 6, 276, 65, 19, 598, 701, 210, 276, 222, 113, 45, 0
201, 499, 201, 657, 11311527, 1, 6, 210, 65, 19, 598, 701, 210, 276, 222, 113, 45, 0
201, 657, 201, 705, 11312192, 2, 7, 67, 210, 19, 598, 701, 107, 67, 10000000, 10000000, 10000000, 0
401, 479, 398, 521, 11312857, 2, 8, 115, 104, 19, 598, 701, 79, 115, 154, 10000000, 10000000, 0
398, 521, 401, 648, 11317522, 1, 9, 154, 115, 19, 598, 701, 154, 79, 162, 96, 215, 0
398, 521, 401, 693, 11317522, 2, 9, 79, 115, 19, 598, 701, 154, 79, 162, 96, 215, 0
293, 198, 371, 201, 11317531, 5, 3, 241, 27, 19, 598, 701, 356, 314, 310, 244, 241, 0
293, 198, 386, 201, 11317531, 3, 3, 310, 27, 19, 598, 701, 356, 314, 310, 244, 241, 0
293, 198, 412, 198, 11317531, 1, 3, 356, 27, 19, 598, 701, 356, 314, 310, 244, 241, 0
293, 198, 413, 198, 11317531, 2, 3, 314, 27, 19, 598, 701, 356, 314, 310, 244, 241, 0
293, 198, 424, 198, 11317531, 4, 3, 244, 27, 19, 598, 701, 356, 314, 310, 244, 241, 0
401, 648, 401, 693, 11318187, 3, 10, 79, 154, 19, 598, 701, 162, 96, 79, 108, 10000000, 0
401, 648, 398, 715, 11318187, 4, 10, 108, 154, 19, 598, 701, 162, 96, 79, 108, 10000000, 0
401, 648, 460, 598, 11318187, 1, 10, 162, 154, 19, 598, 701, 162, 96, 79, 108, 10000000, 0
412, 198, 462, 198, 11318196, 4, 4, 117, 356, 19, 598, 701, 41, 118, 88, 117, 312, 0
412, 198, 401, 257, 11318196, 2, 4, 118, 356, 19, 598, 701, 41, 118, 88, 117, 312, 0
412, 198, 510, 198, 11318196, 3, 4, 88, 356, 19, 598, 701, 41, 118, 88, 117, 312, 0
412, 198, 587, 201, 11318196, 5, 4, 312, 356, 19, 598, 701, 41, 118, 88, 117, 312, 0
460, 598, 495, 601, 11318853, 3, 11, 16, 162, 19, 598, 701, 273, 96, 16, 173, 186, 0
460, 598, 497, 598, 11318853, 2, 11, 96, 162, 19, 598, 701, 273, 96, 16, 173, 186, 0
460, 598, 542, 601, 11318853, 4, 11, 173, 162, 19, 598, 701, 273, 96, 16, 173, 186, 0
460, 598, 627, 598, 11318853, 1, 11, 273, 162, 19, 598, 701, 273, 96, 16, 173, 186, 0
