source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,send_log
60, 198, 105, 10299999, 1, 23, 119, 174, 143, 116, 0.969469, 1, 0.86237, 0.970579, 0.725455, 36, 1
143, 198, 154, 10300200, 2, 23, 119, 174, 116, 27, 1, 1, 1, 0.969479, 0.646276, 36, 1
119, 201, 245, 10312876, 3, 195, 189, 165, 186, 23, 0.919166, 0.936014, 0.795922, 0.697244, 1, 36, 1
23, 201, 285, 10317552, 4, 165, 137, 189, 13, 195, 1, 0.822264, 0.644309, 0.861045, 0.538737, 36, 0
189, 198, 387, 10317552, 4, 65, 45, 149, 135, 186, 1, 0.968707, 1, 1, 1, 36, 1
186, 201, 419, 10322229, 5, 65, 45, 149, 135, 154, 1, 0.96822, 1, 1, 0.234009, 36, 0
135, 247, 398, 10322229, 5, 18, 45, 10000000, 10000000, 10000000, 0.84273, 1, 0, 0, 0, 36, 1
149, 201, 446, 10322229, 5, 65, 67, 10000000, 10000000, 10000000, 1, 0.189023, 0, 0, 0, 36, 0
65, 201, 486, 10322229, 5, 67, 154, 10000000, 10000000, 10000000, 1, 0.936038, 0, 0, 0, 36, 1
45, 283, 398, 10334905, 6, 18, 24, 10000000, 10000000, 10000000, 1, 0.462117, 0, 0, 0, 36, 0
18, 314, 401, 10334905, 6, 24, 104, 53, 107, 10000000, 0.964762, 0.601092, 0.322596, 0.107488, 0, 36, 1
24, 486, 398, 10335581, 7, 53, 131, 35, 107, 10000000, 1, 0.857648, 0.646043, 0.32244, 0, 36, 1
53, 514, 401, 10336257, 8, 35, 107, 21, 131, 150, 0.968994, 1, 0.750803, 1, 0.751475, 36, 1
131, 553, 401, 10336258, 8, 21, 35, 107, 81, 85, 0.858061, 1, 1, 0.868807, 0.215061, 36, 0
107, 644, 398, 10336258, 8, 21, 35, 81, 111, 170, 0.643546, 1, 0.752119, 0.643232, 0.481496, 36, 0
