source_id,send_x,send_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,send_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5
166, 20, 198, 45, 198, 10300200, 4, 1, 160, 166, 700, 750, 116, 56, 17, 160, 32
166, 20, 198, 82, 198, 10300200, 2, 1, 56, 166, 700, 750, 116, 56, 17, 160, 32
166, 20, 198, 112, 201, 10300200, 3, 1, 17, 166, 700, 750, 116, 56, 17, 160, 32
166, 20, 198, 159, 201, 10300200, 1, 1, 116, 166, 700, 750, 116, 56, 17, 160, 32
166, 159, 201, 181, 201, 10300603, 4, 1, 174, 116, 700, 750, 27, 119, 23, 174, 141
166, 159, 201, 201, 245, 10300603, 2, 1, 119, 116, 700, 750, 27, 119, 23, 174, 141
166, 159, 201, 357, 201, 10300604, 5, 1, 141, 116, 700, 750, 27, 119, 23, 174, 141
166, 201, 245, 201, 285, 10305006, 5, 1, 23, 119, 700, 750, 195, 149, 165, 186, 23
166, 201, 245, 198, 379, 10305007, 3, 1, 165, 119, 700, 750, 195, 149, 165, 186, 23
166, 201, 245, 201, 412, 10305007, 1, 1, 195, 119, 700, 750, 195, 149, 165, 186, 23
166, 201, 412, 201, 446, 10305410, 5, 1, 149, 195, 700, 750, 45, 65, 135, 154, 149
166, 201, 412, 247, 398, 10305410, 3, 1, 135, 195, 700, 750, 45, 65, 135, 154, 149
166, 201, 412, 201, 486, 10305410, 2, 1, 65, 195, 700, 750, 45, 65, 135, 154, 149
166, 201, 486, 201, 645, 10309813, 1, 1, 154, 65, 700, 750, 154, 45, 10000000, 10000000, 10000000
166, 201, 645, 201, 689, 10310217, 1, 1, 67, 154, 700, 750, 67, 10000000, 10000000, 10000000, 10000000
166, 247, 398, 283, 398, 10313813, 2, 1, 45, 135, 700, 750, 18, 45, 10000000, 10000000, 10000000
166, 247, 398, 314, 401, 10313813, 1, 1, 18, 135, 700, 750, 18, 45, 10000000, 10000000, 10000000
166, 357, 201, 387, 201, 10317007, 5, 1, 194, 141, 700, 750, 88, 105, 41, 180, 194
166, 357, 201, 418, 198, 10317007, 4, 1, 180, 141, 700, 750, 88, 105, 41, 180, 194
166, 357, 201, 449, 198, 10317007, 2, 1, 105, 141, 700, 750, 88, 105, 41, 180, 194
166, 201, 285, 198, 314, 10321409, 3, 1, 13, 23, 700, 750, 165, 137, 13, 189, 195
166, 201, 285, 198, 350, 10321410, 2, 1, 137, 23, 700, 750, 165, 137, 13, 189, 195
166, 201, 285, 198, 379, 10321410, 1, 1, 165, 23, 700, 750, 165, 137, 13, 189, 195
166, 201, 285, 198, 387, 10321410, 4, 1, 189, 23, 700, 750, 165, 137, 13, 189, 195
166, 201, 285, 201, 412, 10321410, 5, 1, 195, 23, 700, 750, 165, 137, 13, 189, 195
166, 449, 198, 495, 198, 10321410, 1, 1, 88, 105, 700, 750, 88, 196, 109, 49, 175
166, 449, 198, 513, 201, 10321410, 4, 1, 49, 105, 700, 750, 88, 196, 109, 49, 175
166, 449, 198, 553, 201, 10321410, 3, 1, 109, 105, 700, 750, 88, 196, 109, 49, 175
166, 449, 198, 581, 201, 10321410, 5, 1, 175, 105, 700, 750, 88, 196, 109, 49, 175
166, 449, 198, 587, 201, 10321410, 2, 1, 196, 105, 700, 750, 88, 196, 109, 49, 175
166, 198, 379, 201, 419, 10321813, 5, 1, 186, 165, 700, 750, 65, 135, 149, 45, 186
166, 198, 379, 201, 446, 10321813, 3, 1, 149, 165, 700, 750, 65, 135, 149, 45, 186
166, 198, 379, 201, 486, 10321813, 1, 1, 65, 165, 700, 750, 65, 135, 149, 45, 186
166, 495, 198, 553, 201, 10321813, 3, 1, 109, 88, 700, 750, 196, 175, 109, 124, 102
166, 495, 198, 581, 201, 10321813, 2, 1, 175, 88, 700, 750, 196, 175, 109, 124, 102
166, 495, 198, 587, 201, 10321813, 1, 1, 196, 88, 700, 750, 196, 175, 109, 124, 102
166, 201, 486, 201, 646, 10322216, 1, 1, 154, 65, 700, 750, 154, 45, 10000000, 10000000, 10000000
166, 587, 201, 648, 198, 10322217, 3, 1, 124, 196, 700, 750, 47, 102, 124, 150, 86
166, 587, 201, 680, 198, 10322217, 2, 1, 102, 196, 700, 750, 47, 102, 124, 150, 86
166, 587, 201, 598, 316, 10322217, 1, 1, 47, 196, 700, 750, 47, 102, 124, 150, 86
166, 587, 201, 717, 201, 10322217, 5, 1, 86, 196, 700, 750, 47, 102, 124, 150, 86
166, 587, 201, 598, 358, 10322217, 4, 1, 150, 196, 700, 750, 47, 102, 124, 150, 86
166, 201, 646, 201, 690, 10322620, 1, 1, 67, 154, 700, 750, 67, 10000000, 10000000, 10000000, 10000000
166, 598, 316, 598, 358, 10322620, 2, 1, 150, 47, 700, 750, 21, 150, 107, 131, 85
166, 598, 316, 601, 486, 10322620, 1, 1, 21, 47, 700, 750, 21, 150, 107, 131, 85
166, 601, 486, 598, 515, 10323023, 3, 1, 85, 21, 700, 750, 179, 117, 85, 4, 10000000
166, 601, 486, 598, 551, 10323024, 10000000, 1, 117, 21, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
166, 601, 486, 598, 580, 10323024, 10000000, 1, 179, 21, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
166, 680, 198, 717, 201, 10326620, 1, 1, 86, 102, 700, 750, 86, 113, 58, 10000000, 10000000
166, 598, 580, 601, 692, 10366146, 10000000, 2, 4, 179, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
166, 598, 580, 598, 710, 10366146, 10000000, 2, 19, 179, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
166, 598, 580, 598, 750, 10366146, 10000000, 2, 148, 179, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
166, 598, 580, 598, 780, 10366146, 10000000, 2, 172, 179, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
166, 598, 750, 598, 787, 10367607, 10000000, 3, 193, 148, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
166, 598, 787, 619, 798, 10375989, 10000000, 4, 176, 193, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
166, 598, 787, 550, 801, 10375990, 10000000, 4, 128, 193, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
166, 598, 787, 649, 798, 10375990, 10000000, 4, 138, 193, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
166, 598, 787, 520, 801, 10375990, 10000000, 4, 33, 193, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
166, 598, 787, 686, 798, 10375990, 10000000, 4, 6, 193, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
166, 686, 798, 844, 798, 10379124, 10000000, 5, 155, 6, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
166, 649, 798, 484, 798, 10390281, 10000000, 5, 82, 138, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
166, 844, 798, 894, 798, 10391542, 10000000, 6, 57, 155, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
166, 844, 798, 801, 822, 10391542, 10000000, 6, 184, 155, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
166, 844, 798, 920, 801, 10391542, 10000000, 6, 51, 155, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000
