source_x,source_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,source_id,destination_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5
284, 198, 357, 201, 10300200, 4, 1, 141, 27, 115, 631, 598, 88, 194, 180, 141, 177
284, 198, 379, 201, 10300200, 5, 1, 177, 27, 115, 631, 598, 88, 194, 180, 141, 177
284, 198, 387, 201, 10300200, 2, 1, 194, 27, 115, 631, 598, 88, 194, 180, 141, 177
284, 198, 418, 198, 10300200, 3, 1, 180, 27, 115, 631, 598, 88, 194, 180, 141, 177
387, 201, 418, 198, 10304818, 5, 2, 180, 194, 115, 631, 598, 104, 41, 88, 105, 180
387, 201, 448, 198, 10304818, 4, 2, 105, 194, 115, 631, 598, 104, 41, 88, 105, 180
387, 201, 401, 287, 10304818, 2, 2, 41, 194, 115, 631, 598, 104, 41, 88, 105, 180
387, 201, 495, 198, 10304818, 3, 2, 88, 194, 115, 631, 598, 104, 41, 88, 105, 180
387, 201, 398, 346, 10304818, 1, 2, 104, 194, 115, 631, 598, 104, 41, 88, 105, 180
495, 198, 513, 201, 10313436, 5, 3, 49, 88, 115, 631, 598, 196, 175, 124, 109, 49
495, 198, 553, 201, 10313436, 4, 3, 109, 88, 115, 631, 598, 196, 175, 124, 109, 49
495, 198, 581, 201, 10313436, 2, 3, 175, 88, 115, 631, 598, 196, 175, 124, 109, 49
495, 198, 587, 201, 10313437, 1, 3, 196, 88, 115, 631, 598, 196, 175, 124, 109, 49
587, 201, 598, 316, 10314055, 2, 4, 47, 196, 115, 631, 598, 150, 47, 21, 10000000, 10000000
587, 201, 598, 359, 10314055, 1, 4, 150, 196, 115, 631, 598, 150, 47, 21, 10000000, 10000000
598, 359, 601, 486, 10314673, 1, 5, 21, 150, 115, 631, 598, 21, 85, 107, 131, 35
601, 486, 598, 515, 10315292, 3, 6, 85, 21, 115, 631, 598, 179, 117, 85, 4, 10000000
601, 486, 598, 551, 10315292, 2, 6, 117, 21, 115, 631, 598, 179, 117, 85, 4, 10000000
601, 486, 598, 580, 10315292, 1, 6, 179, 21, 115, 631, 598, 179, 117, 85, 4, 10000000
201, 26, 201, 61, 11300200, 4, 1, 110, 171, 184, 801, 819, 143, 98, 60, 110, 7
201, 26, 201, 87, 11300200, 2, 1, 98, 171, 184, 801, 819, 143, 98, 60, 110, 7
201, 26, 198, 89, 11300200, 3, 1, 60, 171, 184, 801, 819, 143, 98, 60, 110, 7
201, 26, 198, 142, 11300200, 1, 1, 143, 171, 184, 801, 819, 143, 98, 60, 110, 7
198, 142, 201, 257, 11300818, 2, 2, 119, 143, 184, 801, 819, 23, 119, 174, 27, 116
201, 257, 201, 298, 11305436, 5, 3, 23, 119, 184, 801, 819, 189, 195, 137, 165, 23
201, 257, 198, 337, 11305437, 3, 3, 137, 119, 184, 801, 819, 189, 195, 137, 165, 23
201, 257, 198, 371, 11305437, 4, 3, 165, 119, 184, 801, 819, 189, 195, 137, 165, 23
201, 257, 198, 387, 11305437, 1, 3, 189, 119, 184, 801, 819, 189, 195, 137, 165, 23
198, 387, 201, 425, 11306055, 5, 4, 186, 189, 184, 801, 819, 45, 65, 135, 149, 186
198, 387, 201, 459, 11306055, 4, 4, 149, 189, 184, 801, 819, 45, 65, 135, 149, 186
198, 387, 201, 499, 11306055, 2, 4, 65, 189, 184, 801, 819, 45, 65, 135, 149, 186
201, 499, 201, 658, 11310674, 2, 5, 154, 65, 184, 801, 819, 67, 154, 45, 10000000, 10000000
201, 658, 198, 696, 11315292, 3, 6, 10, 154, 184, 801, 819, 182, 67, 10, 136, 10000000
201, 658, 201, 704, 11315292, 2, 6, 67, 154, 184, 801, 819, 182, 67, 10, 136, 10000000
201, 658, 201, 826, 11315292, 1, 6, 182, 154, 184, 801, 819, 182, 67, 10, 136, 10000000
