source_x,source_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,source_id,destination_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5,pri_recover
181, 201, 201, 245, 10300200, 4, 1, 119, 174, 87, 798, 521, 71, 27, 23, 119, 194, 0
181, 201, 201, 285, 10300200, 3, 1, 23, 174, 87, 798, 521, 71, 27, 23, 119, 194, 0
181, 201, 284, 198, 10300200, 2, 1, 27, 174, 87, 798, 521, 71, 27, 23, 119, 194, 0
284, 198, 357, 201, 10304667, 2, 2, 141, 27, 87, 798, 521, 88, 141, 180, 177, 194, 0
284, 198, 379, 201, 10304667, 4, 2, 177, 27, 87, 798, 521, 88, 141, 180, 177, 194, 0
284, 198, 387, 201, 10304667, 5, 2, 194, 27, 87, 798, 521, 88, 141, 180, 177, 194, 0
284, 198, 418, 198, 10304667, 3, 2, 180, 27, 87, 798, 521, 88, 141, 180, 177, 194, 0
201, 285, 198, 351, 10308667, 5, 2, 137, 23, 87, 798, 521, 189, 186, 195, 165, 137, 0
201, 285, 198, 379, 10308667, 4, 2, 165, 23, 87, 798, 521, 189, 186, 195, 165, 137, 0
201, 285, 198, 387, 10308667, 1, 2, 189, 23, 87, 798, 521, 189, 186, 195, 165, 137, 0
201, 285, 201, 412, 10308667, 3, 2, 195, 23, 87, 798, 521, 189, 186, 195, 165, 137, 0
201, 285, 201, 419, 10308667, 2, 2, 186, 23, 87, 798, 521, 189, 186, 195, 165, 137, 0
357, 201, 387, 201, 10309134, 5, 3, 194, 141, 87, 798, 521, 88, 105, 41, 180, 194, 0
198, 387, 201, 419, 10309134, 5, 3, 186, 189, 87, 798, 521, 45, 135, 65, 149, 186, 0
357, 201, 418, 198, 10309134, 4, 3, 180, 141, 87, 798, 521, 88, 105, 41, 180, 194, 0
198, 387, 247, 398, 10309134, 2, 3, 135, 189, 87, 798, 521, 45, 135, 65, 149, 186, 0
198, 387, 201, 446, 10309134, 4, 3, 149, 189, 87, 798, 521, 45, 135, 65, 149, 186, 0
357, 201, 448, 198, 10309134, 2, 3, 105, 141, 87, 798, 521, 88, 105, 41, 180, 194, 0
357, 201, 495, 198, 10309135, 1, 3, 88, 141, 87, 798, 521, 88, 105, 41, 180, 194, 0
495, 198, 553, 201, 10309602, 4, 4, 109, 88, 87, 798, 521, 196, 175, 102, 109, 124, 0
495, 198, 581, 201, 10309602, 2, 4, 175, 88, 87, 798, 521, 196, 175, 102, 109, 124, 0
