source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,send_log
171, 201, 19, 10299999, 1, 143, 98, 60, 110, 7, 0.949494, 1, 0.753254, 1, 0.752848, 140, 1
110, 201, 48, 10300200, 2, 60, 98, 143, 119, 10000000, 0.960962, 1, 0.603766, 0.319025, 0, 140, 0
98, 201, 76, 10300200, 2, 119, 60, 143, 10000000, 10000000, 0.920629, 0.949188, 0.647039, 0, 0, 140, 0
60, 198, 105, 10300200, 2, 23, 119, 143, 174, 116, 0.969448, 1, 0.970558, 0.862351, 0.725438, 140, 0
143, 198, 154, 10300200, 2, 23, 119, 174, 27, 116, 1, 1, 1, 0.646276, 0.861759, 140, 1
119, 201, 245, 10300606, 3, 195, 189, 165, 186, 23, 0.922634, 0.938709, 0.79748, 0.699238, 1, 140, 0
23, 201, 285, 10300606, 3, 165, 137, 189, 13, 195, 1, 0.824178, 0.645484, 0.862618, 0.539722, 140, 1
13, 198, 315, 10301012, 4, 65, 149, 186, 195, 189, 0.972015, 0.972387, 1, 1, 1, 140, 0
137, 198, 351, 10301013, 4, 65, 149, 186, 195, 135, 1, 1, 1, 1, 0.863186, 140, 0
165, 198, 379, 10301013, 4, 65, 135, 149, 45, 186, 1, 0.971084, 1, 0.862609, 1, 140, 1
189, 198, 387, 10301013, 4, 45, 135, 65, 149, 186, 0.970435, 1, 1, 1, 1, 140, 0
186, 201, 418, 10301419, 5, 65, 45, 135, 149, 154, 1, 0.862571, 0.971042, 1, 0.235155, 140, 0
149, 201, 446, 10301419, 5, 65, 45, 67, 10000000, 10000000, 1, 0.75475, 0.18977, 0, 0, 140, 0
65, 201, 485, 10301419, 5, 67, 154, 10000000, 10000000, 10000000, 1, 0.940619, 0, 0, 0, 140, 1
154, 201, 645, 10301826, 6, 67, 10, 136, 182, 10000000, 1, 0.755568, 0.566176, 0.137392, 0, 140, 1
67, 201, 689, 10306232, 7, 136, 182, 55, 10, 10000000, 1, 0.647176, 0.570576, 1, 0, 140, 1
10, 198, 710, 10306232, 7, 182, 136, 55, 123, 3, 1, 0.967137, 0.969956, 0.645792, 0.430854, 140, 0
10, 198, 710, 10306638, 8, 182, 136, 55, 123, 3, 1, 0.967095, 0.969913, 0.645764, 0.430835, 140, 0
182, 201, 819, 10306638, 8, 123, 3, 10000000, 10000000, 10000000, 0.968646, 0.861671, 0, 0, 0, 140, 1
55, 201, 880, 10306638, 8, 182, 123, 136, 3, 10000000, 1, 0.645764, 1, 0.538544, 0, 140, 0
56, 97, 198, 11299999, 1, 174, 116, 27, 17, 119, 1, 0.862937, 0.467303, 0.752994, 0.137572, 184, 0
17, 99, 201, 11300200, 2, 27, 174, 119, 116, 23, 0.860278, 1, 0.864782, 1, 0.645587, 184, 0
116, 148, 201, 11300200, 2, 71, 27, 119, 23, 174, 1, 1, 1, 0.860782, 1, 184, 0
174, 175, 201, 11300200, 2, 27, 23, 119, 71, 137, 1, 1, 1, 0.704141, 0.466909, 184, 1
119, 201, 257, 11300606, 3, 195, 189, 137, 165, 186, 0.940831, 0.950359, 1, 0.825338, 0.756089, 184, 1
